tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2001-D051,Davis Cup WG QF: BRA vs AUS,Clay,4,D,4/6/2001,1,102856,,,Gustavo Kuerten,R,190,BRA,24.5,102158,,,Patrick Rafter,R,185,AUS,28.2,4-6 6-4 7-6(1) 2-1 RET,5,RR,,,,,,,,,,,,,,,,,,,,2,4150,8,2225
2001-D051,Davis Cup WG QF: BRA vs AUS,Clay,4,D,4/6/2001,2,103720,,,Lleyton Hewitt,R,180,AUS,20.1,101897,,,Fernando Meligeni,L,180,BRA,29.9,6-3 6-3 6-3,5,RR,,,,,,,,,,,,,,,,,,,,7,2575,95,429
2001-D051,Davis Cup WG QF: BRA vs AUS,Clay,4,D,4/6/2001,4,103720,,,Lleyton Hewitt,R,180,AUS,20.1,102856,,,Gustavo Kuerten,R,190,BRA,24.5,7-6(5) 6-3 7-6(3),5,RR,,,,,,,,,,,,,,,,,,,,7,2575,2,4150
2001-D051,Davis Cup WG QF: BRA vs AUS,Clay,4,D,4/6/2001,5,101735,,,Richard Fromberg,R,196,AUS,30.9,103397,,,Alexandre Simoni,R,188,BRA,21.7,6-2 4-4 Played and unfinished,5,RR,,,,,,,,,,,,,,,,,,,,129,305,119,352
2001-D052,Davis Cup WG QF: SWE vs RUS,Hard,4,D,4/6/2001,1,102563,,,Thomas Johansson,R,180,SWE,26,102338,,,Yevgeny Kafelnikov,R,190,RUS,27.1,6-4 1-6 7-6(10) 3-6 6-2,5,RR,,,,,,,,,,,,,,,,,,,,25,1210,6,2635
2001-D052,Davis Cup WG QF: SWE vs RUS,Hard,4,D,4/6/2001,2,102796,,,Magnus Norman,R,188,SWE,24.8,104022,,,Mikhail Youzhny,R,183,RUS,18.7,7-6(9) 6-4 6-2,5,RR,,,,,,,,,,,,,,,,,,,,5,2635,85,467
2001-D052,Davis Cup WG QF: SWE vs RUS,Hard,4,D,4/6/2001,4,102911,,,Andrei Stoliarov,R,178,RUS,24.2,102796,,,Magnus Norman,R,188,SWE,24.8,6-3 3-6 6-1,3,RR,,,,,,,,,,,,,,,,,,,,92,435,5,2635
2001-D052,Davis Cup WG QF: SWE vs RUS,Hard,4,D,4/6/2001,5,102563,,,Thomas Johansson,R,180,SWE,26,104022,,,Mikhail Youzhny,R,183,RUS,18.7,6-3 2-6 6-2,3,RR,,,,,,,,,,,,,,,,,,,,25,1210,85,467
2001-D053,Davis Cup WG QF: SUI vs FRA,Carpet,4,D,4/6/2001,1,103096,,,Arnaud Clement,R,173,FRA,23.2,101820,,,Marc Rosset,R,201,SUI,30.4,6-3 3-6 7-6(4) 6-7(6) 15-13,5,RR,,,,,,,,,,,,,,,,,,,,10,2010,62,660
2001-D053,Davis Cup WG QF: SUI vs FRA,Carpet,4,D,4/6/2001,2,102765,,,Nicolas Escude,R,185,FRA,24.9,103819,,,Roger Federer,R,185,SUI,19.6,6-4 6-7(1) 6-3 6-4,5,RR,,,,,,,,,,,,,,,,,,,,34,965,21,1290
2001-D053,Davis Cup WG QF: SUI vs FRA,Carpet,4,D,4/6/2001,4,103819,,,Roger Federer,R,185,SUI,19.6,103096,,,Arnaud Clement,R,173,FRA,23.2,6-4 3-6 7-6(5) 6-4,5,RR,,,,,,,,,,,,,,,,,,,,21,1290,10,2010
2001-D053,Davis Cup WG QF: SUI vs FRA,Carpet,4,D,4/6/2001,5,102765,,,Nicolas Escude,R,185,FRA,24.9,102567,,,George Bastl,R,183,SUI,26,1-6 7-5 6-7(3) 6-4 8-6,5,RR,,,,,,,,,,,,,,,,,,,,34,965,113,366
2001-D054,Davis Cup WG QF: NED vs GER,Carpet,4,D,4/6/2001,1,101733,,,Jan Siemerink,L,183,NED,30.9,103017,,,Nicolas Kiefer,R,183,GER,23.7,6-3 7-6(5) 3-6 6-3,5,RR,,,,,,,,,,,,,,,,,,,,83,476,39,890
2001-D054,Davis Cup WG QF: NED vs GER,Carpet,4,D,4/6/2001,2,103171,,,Raemon Sluiter,R,185,NED,22.9,102184,,,David Prinosil,R,185,GER,28,6-1 6-3 7-6(3),5,RR,,,,,,,,,,,,,,,,,,,,102,408,30,1040
2001-D054,Davis Cup WG QF: NED vs GER,Carpet,4,D,4/6/2001,4,101733,,,Jan Siemerink,L,183,NED,30.9,102184,,,David Prinosil,R,185,GER,28,7-6(4) 7-5,3,RR,,,,,,,,,,,,,,,,,,,,83,476,30,1040
2001-D054,Davis Cup WG QF: NED vs GER,Carpet,4,D,4/6/2001,5,103017,,,Nicolas Kiefer,R,183,GER,23.7,103171,,,Raemon Sluiter,R,185,NED,22.9,3-6 6-2 6-3,3,RR,,,,,,,,,,,,,,,,,,,,39,890,102,408
2001-D055,Davis Cup G2 QF: DEN vs HUN,Hard,4,D,7/20/2001,1,102737,,,Gergely Kisgyorgy,R,,HUN,25.3,101989,,,Patrik Langvardt,R,,DEN,29.6,6-7(4) 6-3 5-7 6-4 6-4,5,RR,,,,,,,,,,,,,,,,,,,,467,46,,
2001-D055,Davis Cup G2 QF: DEN vs HUN,Hard,4,D,7/20/2001,2,103709,,,Kristian Pless,R,188,DEN,20.4,103229,,,Kornel Bardoczky,R,,HUN,23,6-3 6-1 6-7(2) 6-3,5,RR,,,,,,,,,,,,,,,,,,,,95,441,673,20
2001-D055,Davis Cup G2 QF: DEN vs HUN,Hard,4,D,7/20/2001,4,103709,,,Kristian Pless,R,188,DEN,20.4,102737,,,Gergely Kisgyorgy,R,,HUN,25.3,7-6(4) 6-4 6-2,5,RR,,,,,,,,,,,,,,,,,,,,95,441,467,46
2001-D055,Davis Cup G2 QF: DEN vs HUN,Hard,4,D,7/20/2001,5,102868,,,Jonathan Printzlau,R,,DEN,24.7,103229,,,Kornel Bardoczky,R,,HUN,23,6-7(2) 7-6(3) 7-6(7) 6-1,5,RR,,,,,,,,,,,,,,,,,,,,,,673,20
2001-D056,Davis Cup G2 QF: GRE vs ARM,Clay,4,D,7/20/2001,1,102469,,,Solon Peppas,R,,GRE,26.7,108610,,,Tsolak Gevorgyan,U,,ARM,25.9,6-1 6-2 6-2,5,RR,,,,,,,,,,,,,,,,,,,,251,140,,
2001-D056,Davis Cup G2 QF: GRE vs ARM,Clay,4,D,7/20/2001,2,103077,,,Konstantinos Economidis,R,188,GRE,23.7,102227,,,Sargis Sargsian,R,180,ARM,28.1,4-6 6-4 6-4 6-2,5,RR,,,,,,,,,,,,,,,,,,,,414,58,106,403
2001-D056,Davis Cup G2 QF: GRE vs ARM,Clay,4,D,7/20/2001,4,103053,,,Nikos Rovas,R,,GRE,23.8,104213,,,Tigran Martirosyan,R,,ARM,18,6-1 6-3,3,RR,,,,,,,,,,,,,,,,,,,,667,20,,
2001-D056,Davis Cup G2 QF: GRE vs ARM,Clay,4,D,7/20/2001,5,103077,,,Konstantinos Economidis,R,188,GRE,23.7,108610,,,Tsolak Gevorgyan,U,,ARM,25.9,6-1 6-4,3,RR,,,,,,,,,,,,,,,,,,,,414,58,,
2001-D057,Davis Cup G2 QF: LUX vs NOR,Clay,4,D,7/20/2001,1,104180,,,Gilles Muller,L,193,LUX,18.1,103899,,,Stian Boretti,R,188,NOR,19.5,6-2 6-3 3-6 7-6(4),5,RR,,,,,,,,,,,,,,,,,,,,613,24,653,20
2001-D057,Davis Cup G2 QF: LUX vs NOR,Clay,4,D,7/20/2001,2,102107,,,Jan Frode Andersen,L,190,NOR,28.8,107098,,,Gilles Kremer,R,,LUX,20,6-2 6-0 6-1,5,RR,,,,,,,,,,,,,,,,,,,,200,187,,
2001-D057,Davis Cup G2 QF: LUX vs NOR,Clay,4,D,7/20/2001,4,102107,,,Jan Frode Andersen,L,190,NOR,28.8,104180,,,Gilles Muller,L,193,LUX,18.1,6-4 6-0 6-3,5,RR,,,,,,,,,,,,,,,,,,,,200,187,613,24
2001-D057,Davis Cup G2 QF: LUX vs NOR,Clay,4,D,7/20/2001,5,103877,,,Mike Scheidweiler,R,188,LUX,19.6,103899,,,Stian Boretti,R,188,NOR,19.5,6-7(4) 6-3 6-1 5-7 6-3,5,RR,,,,,,,,,,,,,,,,,,,,382,68,653,20
2001-D058,Davis Cup G2 QF: ISR vs RSA,Hard,4,D,7/20/2001,1,102524,,,Neville Godwin,R,173,RSA,26.4,103174,,,Noam Okun,R,185,ISR,23.2,6-3 5-7 7-6(2) 6-3,5,RR,,,,,,,,,,,,,,,,,,,,110,395,162,236
2001-D058,Davis Cup G2 QF: ISR vs RSA,Hard,4,D,7/20/2001,2,103248,,,Harel Levy,R,185,ISR,22.9,102154,,,Marcos Ondruska,R,183,RSA,28.5,6-2 6-2 6-0,5,RR,,,,,,,,,,,,,,,,,,,,36,978,182,207
2001-D058,Davis Cup G2 QF: ISR vs RSA,Hard,4,D,7/20/2001,4,103248,,,Harel Levy,R,185,ISR,22.9,102524,,,Neville Godwin,R,173,RSA,26.4,3-6 7-5 RET,5,RR,,,,,,,,,,,,,,,,,,,,36,978,110,395
2001-D058,Davis Cup G2 QF: ISR vs RSA,Hard,4,D,7/20/2001,5,103174,,,Noam Okun,R,185,ISR,23.2,102154,,,Marcos Ondruska,R,183,RSA,28.5,6-2 6-4 6-7(1) 3-6 7-5,5,RR,,,,,,,,,,,,,,,,,,,,162,236,182,207
2001-D059,Davis Cup G2 PO: MON vs IRL,Clay,4,D,7/20/2001,1,103197,,,John Doran,R,,IRL,23.1,102971,,,Christophe Bosio,R,,FRA,24.2,6-3 7-5 6-2,5,RR,,,,,,,,,,,,,,,,,,,,362,77,1152,3
2001-D059,Davis Cup G2 PO: MON vs IRL,Clay,4,D,7/20/2001,2,102444,,,Scott Barron,R,,IRL,26.8,101855,,,Emmanuel Heussner,R,,MON,30.4,4-6 6-3 4-6 7-6(2) 6-3,5,RR,,,,,,,,,,,,,,,,,,,,336,87,,
2001-D059,Davis Cup G2 PO: MON vs IRL,Clay,4,D,7/20/2001,4,103402,,,Peter Clarke,R,188,IRL,22,102971,,,Christophe Bosio,R,,FRA,24.2,6-2 4-6 7-6(2),3,RR,,,,,,,,,,,,,,,,,,,,376,70,1152,3
2001-D059,Davis Cup G2 PO: MON vs IRL,Clay,4,D,7/20/2001,5,101855,,,Emmanuel Heussner,R,,MON,30.4,103197,,,John Doran,R,,IRL,23.1,6-2 6-3,3,RR,,,,,,,,,,,,,,,,,,,,,,362,77
2001-D060,Davis Cup G2 PO: MDA vs TUR,Clay,4,D,7/20/2001,1,103583,,,Evghenii Plugariov,R,,MDA,21,101939,,,Erhan Oral,R,,TUR,29.9,4-6 6-1 7-6(4) 6-4,5,RR,,,,,,,,,,,,,,,,,,,,1247,2,1247,2
2001-D060,Davis Cup G2 PO: MDA vs TUR,Clay,4,D,7/20/2001,2,101831,,,Mustafa Azkara,R,,TUR,30.5,102814,,,Iurie Gorban,R,,MDA,25,6-2 6-2 3-6 6-3,5,RR,,,,,,,,,,,,,,,,,,,,834,9,,
2001-D060,Davis Cup G2 PO: MDA vs TUR,Clay,4,D,7/20/2001,4,103583,,,Evghenii Plugariov,R,,MDA,21,101831,,,Mustafa Azkara,R,,TUR,30.5,3-6 6-4 6-4 6-2,5,RR,,,,,,,,,,,,,,,,,,,,1247,2,834,9
2001-D060,Davis Cup G2 PO: MDA vs TUR,Clay,4,D,7/20/2001,5,104215,,,Andrei Gorban,U,,MDA,17.9,101939,,,Erhan Oral,R,,TUR,29.9,6-2 6-1 1-6 7-5,5,RR,,,,,,,,,,,,,,,,,,,,,,1247,2
2001-D061,Davis Cup G2 PO: CIV vs EST,Hard,4,D,7/20/2001,1,102331,,,Ilou Lonfo,R,,CIV,27.4,108606,,,Gert Vilms,U,,EST,21.3,7-6(8) 6-7(5) 7-5 6-1,5,RR,,,,,,,,,,,,,,,,,,,,,,,
2001-D061,Davis Cup G2 PO: CIV vs EST,Hard,4,D,7/20/2001,2,102556,,,Claude Ngoran,L,190,CIV,26.3,108602,,,Alti Vahkal,U,,EST,27.3,6-4 6-3 6-3,5,RR,,,,,,,,,,,,,,,,,,,,,,,
2001-D061,Davis Cup G2 PO: CIV vs EST,Hard,4,D,7/20/2001,4,103568,,,Valentin Sanon,R,,CIV,21.1,104063,,,Mait Kunnap,R,,EST,18.8,7-6(5) 4-6 6-0 6-4,5,RR,,,,,,,,,,,,,,,,,,,,765,13,1247,2
2001-D061,Davis Cup G2 PO: CIV vs EST,Hard,4,D,7/20/2001,5,108607,,,Andrei Luzgin,U,,EST,28.4,108639,,,Maxime Koffi,U,,CIV,15.6,6-3 6-4,3,RR,,,,,,,,,,,,,,,,,,,,,,,
2001-D062,Davis Cup G2 PO: YUG vs POL,Clay,4,D,7/20/2001,1,104386,,,Janko Tipsarevic,R,180,SRB,17,102100,,,Bartlomiej Dabrowski,R,,POL,28.9,6-3 7-6(4) 6-4,5,RR,,,,,,,,,,,,,,,,,,,,603,25,487,42
2001-D062,Davis Cup G2 PO: YUG vs POL,Clay,4,D,7/20/2001,2,103287,,,Krystian Pfeiffer,U,,POL,22.6,102811,,,Dusan Vemic,R,190,SRB,25,5-7 7-6(5) 7-6(7) 6-3,5,RR,,,,,,,,,,,,,,,,,,,,627,23,418,57
2001-D062,Davis Cup G2 PO: YUG vs POL,Clay,4,D,7/20/2001,4,102100,,,Bartlomiej Dabrowski,R,,POL,28.9,102702,,,Relja Fiser Dulic,R,,SRB,25.5,6-3 6-2 6-1,5,RR,,,,,,,,,,,,,,,,,,,,487,42,370,74
2001-D062,Davis Cup G2 PO: YUG vs POL,Clay,4,D,7/20/2001,5,104386,,,Janko Tipsarevic,R,180,SRB,17,103287,,,Krystian Pfeiffer,U,,POL,22.6,6-2 7-6(6) 0-6 4-6 6-4,5,RR,,,,,,,,,,,,,,,,,,,,603,25,627,23
2001-D063,Davis Cup G2 F: URU vs VEN,Clay,4,D,7/20/2001,1,102655,,,Jimy Szymanski,R,175,VEN,25.8,101976,,,Federico Dondo,R,,URU,29.7,7-6(7) 6-3 6-1,5,RR,,,,,,,,,,,,,,,,,,,,294,112,437,52
2001-D063,Davis Cup G2 F: URU vs VEN,Clay,4,D,7/20/2001,2,103739,,,Jose De Armas,R,,VEN,20.3,102544,,,Pablo Bianchi,R,,URU,26.3,3-6 0-6 7-5 6-3 6-3,5,RR,,,,,,,,,,,,,,,,,,,,364,76,316,98
2001-D063,Davis Cup G2 F: URU vs VEN,Clay,4,D,7/20/2001,4,102544,,,Pablo Bianchi,R,,URU,26.3,108628,,,Jhonnatan Medina Alvarez,L,,VEN,19.5,6-0 6-3,3,RR,,,,,,,,,,,,,,,,,,,,316,98,,
2001-D063,Davis Cup G2 F: URU vs VEN,Clay,4,D,7/20/2001,5,103593,,,Marcelo Barboza,R,,URU,21,104243,,,Oscar Posada,R,,VEN,17.8,6-4 6-0,3,RR,,,,,,,,,,,,,,,,,,,,582,27,,
2001-D064,Davis Cup G1 PO: MEX vs CAN,Clay,4,D,7/20/2001,1,103225,,,Simon Larose,R,190,CAN,23,103746,,,Miguel Gallardo Valles,R,,MEX,20.2,2-6 6-3 6-4 6-4,5,RR,,,,,,,,,,,,,,,,,,,,315,98,483,43
2001-D064,Davis Cup G1 PO: MEX vs CAN,Clay,4,D,7/20/2001,2,103060,,,Alejandro Hernandez,R,180,MEX,23.7,102780,,,Frederic Niemeyer,R,190,CAN,25.2,1-6 6-2 4-6 6-4 6-3,5,RR,,,,,,,,,,,,,,,,,,,,269,122,262,126
2001-D064,Davis Cup G1 PO: MEX vs CAN,Clay,4,D,7/20/2001,4,103060,,,Alejandro Hernandez,R,180,MEX,23.7,103225,,,Simon Larose,R,190,CAN,23,6-7(5) 3-6 6-2 6-3 6-0,5,RR,,,,,,,,,,,,,,,,,,,,269,122,315,98
2001-D064,Davis Cup G1 PO: MEX vs CAN,Clay,4,D,7/20/2001,5,102780,,,Frederic Niemeyer,R,190,CAN,25.2,103746,,,Miguel Gallardo Valles,R,,MEX,20.2,6-2 6-4 0-6 7-6(2),5,RR,,,,,,,,,,,,,,,,,,,,262,126,483,43
2001-D065,Davis Cup G1 PO: MEX vs PER,Carpet,4,D,9/21/2001,1,103632,,,Luis Horna,R,180,PER,21,103746,,,Miguel Gallardo Valles,R,,MEX,20.4,7-6(4) 4-6 2-6 6-1 6-0,5,RR,,,,,,,,,,,,,,,,,,,,123,322,470,48
2001-D065,Davis Cup G1 PO: MEX vs PER,Carpet,4,D,9/21/2001,2,103060,,,Alejandro Hernandez,R,180,MEX,23.9,103525,,,Ivan Miranda,R,175,PER,21.5,6-4 6-4 6-3,5,RR,,,,,,,,,,,,,,,,,,,,298,114,336,92
2001-D065,Davis Cup G1 PO: MEX vs PER,Carpet,4,D,9/21/2001,4,103060,,,Alejandro Hernandez,R,180,MEX,23.9,103632,,,Luis Horna,R,180,PER,21,1-6 6-3 7-6(6) 6-3,5,RR,,,,,,,,,,,,,,,,,,,,298,114,123,322
2001-D065,Davis Cup G1 PO: MEX vs PER,Carpet,4,D,9/21/2001,5,103525,,,Ivan Miranda,R,175,PER,21.5,104179,,,Bruno Echagaray,R,183,MEX,18.3,7-5 6-3,3,RR,,,,,,,,,,,,,,,,,,,,336,92,540,34
2001-D066,Davis Cup G2 SF: GRE vs DEN,Clay,4,D,9/21/2001,1,103709,,,Kristian Pless,R,188,DEN,20.6,102469,,,Solon Peppas,R,,GRE,26.8,6-3 6-1 6-1,5,RR,,,,,,,,,,,,,,,,,,,,85,513,300,112
2001-D066,Davis Cup G2 SF: GRE vs DEN,Clay,4,D,9/21/2001,2,103505,,,Vasilis Mazarakis,R,178,GRE,21.6,102623,,,Thomas Larsen,R,180,DEN,26.1,6-4 6-0 6-3,5,RR,,,,,,,,,,,,,,,,,,,,186,202,,
2001-D066,Davis Cup G2 SF: GRE vs DEN,Clay,4,D,9/21/2001,4,103709,,,Kristian Pless,R,188,DEN,20.6,103505,,,Vasilis Mazarakis,R,178,GRE,21.6,6-4 6-3 3-6 6-2,5,RR,,,,,,,,,,,,,,,,,,,,85,513,186,202
2001-D066,Davis Cup G2 SF: GRE vs DEN,Clay,4,D,9/21/2001,5,103077,,,Konstantinos Economidis,R,188,GRE,23.8,102623,,,Thomas Larsen,R,180,DEN,26.1,6-2 6-2 6-0,5,RR,,,,,,,,,,,,,,,,,,,,374,76,,
2001-D067,Davis Cup G2 SF: LUX vs ISR,Clay,4,D,9/21/2001,1,103248,,,Harel Levy,R,185,ISR,23.1,104180,,,Gilles Muller,L,193,LUX,18.3,7-5 6-1 6-3,5,RR,,,,,,,,,,,,,,,,,,,,75,553,595,27
2001-D067,Davis Cup G2 SF: LUX vs ISR,Clay,4,D,9/21/2001,2,103877,,,Mike Scheidweiler,R,188,LUX,19.8,103174,,,Noam Okun,R,185,ISR,23.4,6-3 4-6 6-4 7-6(0),5,RR,,,,,,,,,,,,,,,,,,,,364,79,139,280
2001-D067,Davis Cup G2 SF: LUX vs ISR,Clay,4,D,9/21/2001,4,103248,,,Harel Levy,R,185,ISR,23.1,103877,,,Mike Scheidweiler,R,188,LUX,19.8,7-6(5) 6-2 6-4,5,RR,,,,,,,,,,,,,,,,,,,,75,553,364,79
2001-D067,Davis Cup G2 SF: LUX vs ISR,Clay,4,D,9/21/2001,5,103544,,,Andy Ram,R,180,ISR,21.4,107098,,,Gilles Kremer,R,,LUX,20.1,6-2 7-5,3,RR,,,,,,,,,,,,,,,,,,,,214,172,,
2001-D068,Davis Cup WG SF: AUS vs SWE,Hard,4,D,9/21/2001,1,102563,,,Thomas Johansson,R,180,SWE,26.4,102158,,,Patrick Rafter,R,185,AUS,28.7,3-6 6-7(8) 6-3 6-2 6-3,5,RR,,,,,,,,,,,,,,,,,,,,17,1500,4,3065
2001-D068,Davis Cup WG SF: AUS vs SWE,Hard,4,D,9/21/2001,2,103720,,,Lleyton Hewitt,R,180,AUS,20.5,102035,,,Jonas Bjorkman,R,183,SWE,29.4,4-6 6-4 7-6(5) 7-6(2),5,RR,,,,,,,,,,,,,,,,,,,,3,3695,48,715
2001-D068,Davis Cup WG SF: AUS vs SWE,Hard,4,D,9/21/2001,4,103720,,,Lleyton Hewitt,R,180,AUS,20.5,102563,,,Thomas Johansson,R,180,SWE,26.4,7-6(3) 5-7 6-2 6-1,5,RR,,,,,,,,,,,,,,,,,,,,3,3695,17,1500
2001-D068,Davis Cup WG SF: AUS vs SWE,Hard,4,D,9/21/2001,5,102158,,,Patrick Rafter,R,185,AUS,28.7,102035,,,Jonas Bjorkman,R,183,SWE,29.4,6-3 6-2,3,RR,,,,,,,,,,,,,,,,,,,,4,3065,48,715
2001-D069,Davis Cup WG SF: NED vs FRA,Carpet,4,D,9/21/2001,1,103096,,,Arnaud Clement,R,173,FRA,23.7,103171,,,Raemon Sluiter,R,185,NED,23.4,3-6 6-2 1-2 RET,5,RR,,,,,,,,,,,,,,,,,,,,13,1735,98,446
2001-D069,Davis Cup WG SF: NED vs FRA,Carpet,4,D,9/21/2001,2,102765,,,Nicolas Escude,R,185,FRA,25.4,102854,,,Sjeng Schalken,R,193,NED,25,6-7(3) 7-6(4) 4-6 7-6(4) 8-6,5,RR,,,,,,,,,,,,,,,,,,,,27,1185,24,1253
2001-D069,Davis Cup WG SF: NED vs FRA,Carpet,4,D,9/21/2001,4,102854,,,Sjeng Schalken,R,193,NED,25,103096,,,Arnaud Clement,R,173,FRA,23.7,7-6(6) 7-6(3),3,RR,,,,,,,,,,,,,,,,,,,,24,1253,13,1735
2001-D069,Davis Cup WG SF: NED vs FRA,Carpet,4,D,9/21/2001,5,101733,,,Jan Siemerink,L,183,NED,31.4,102148,,,Fabrice Santoro,R,178,FRA,28.7,6-4 6-4,3,RR,,,,,,,,,,,,,,,,,,,,101,425,18,1355
2001-D070,Davis Cup WG PO: ARG vs BLR,Clay,4,D,9/21/2001,1,102644,,,Franco Squillari,L,183,ARG,26,103166,,,Vladimir Voltchkov,R,180,BLR,23.4,6-2 6-4 6-3,5,RR,,,,,,,,,,,,,,,,,,,,47,740,74,555
2001-D070,Davis Cup WG PO: ARG vs BLR,Clay,4,D,9/21/2001,2,103292,,,Gaston Gaudio,R,175,ARG,22.7,103018,,,Max Mirnyi,R,196,BLR,24.1,4-6 6-3 6-1 6-3,5,RR,,,,,,,,,,,,,,,,,,,,50,700,44,780
2001-D070,Davis Cup WG PO: ARG vs BLR,Clay,4,D,9/21/2001,4,102644,,,Franco Squillari,L,183,ARG,26,102077,,,Alexander Shvec,R,,BLR,29.2,6-3 6-3,3,RR,,,,,,,,,,,,,,,,,,,,47,740,334,92
2001-D070,Davis Cup WG PO: ARG vs BLR,Clay,4,D,9/21/2001,5,103292,,,Gaston Gaudio,R,175,ARG,22.7,108657,,,Alexander Skrypko,U,,BLR,15.2,6-2 6-0,3,RR,,,,,,,,,,,,,,,,,,,,50,700,,
2001-D071,Davis Cup WG PO: BEL vs MAR,Carpet,4,D,9/21/2001,1,102271,,,Hicham Arazi,L,175,MAR,27.9,103694,,,Olivier Rochus,R,168,BEL,20.6,2-6 6-3 6-1 5-7 6-3,5,RR,,,,,,,,,,,,,,,,,,,,29,1180,79,524
2001-D071,Davis Cup WG PO: BEL vs MAR,Carpet,4,D,9/21/2001,2,101962,,,Younes El Aynaoui,R,193,MAR,30,103598,,,Xavier Malisse,R,185,BEL,21.1,6-3 6-4 6-4,5,RR,,,,,,,,,,,,,,,,,,,,41,893,39,932
2001-D071,Davis Cup WG PO: BEL vs MAR,Carpet,4,D,9/21/2001,4,103598,,,Xavier Malisse,R,185,BEL,21.1,102271,,,Hicham Arazi,L,175,MAR,27.9,4-6 7-6(2) 7-5 6-4,5,RR,,,,,,,,,,,,,,,,,,,,39,932,29,1180
2001-D071,Davis Cup WG PO: BEL vs MAR,Carpet,4,D,9/21/2001,5,101962,,,Younes El Aynaoui,R,193,MAR,30,103294,,,Christophe Rochus,R,170,BEL,22.7,6-3 6-4 5-7 7-6(4),5,RR,,,,,,,,,,,,,,,,,,,,41,893,70,567
2001-D072,Davis Cup WG PO: CZE vs ROU,Carpet,4,D,9/21/2001,1,102437,,,Adrian Voinea,R,185,ROU,27.1,102539,,,Bohdan Ulihrach,R,188,CZE,26.5,2-6 6-3 5-7 6-4 7-5,5,RR,,,,,,,,,,,,,,,,,,,,104,410,33,1010
2001-D072,Davis Cup WG PO: CZE vs ROU,Carpet,4,D,9/21/2001,2,102562,,,Jiri Novak,R,190,CZE,26.4,102318,,,Andrei Pavel,R,183,ROU,27.6,6-3 7-5 6-3,5,RR,,,,,,,,,,,,,,,,,,,,42,846,25,1195
2001-D072,Davis Cup WG PO: CZE vs ROU,Carpet,4,D,9/21/2001,4,102539,,,Bohdan Ulihrach,R,188,CZE,26.5,102574,,,Gabriel Trifu,R,193,ROU,26.4,7-5 6-4 6-4,5,RR,,,,,,,,,,,,,,,,,,,,33,1010,289,118
2001-D072,Davis Cup WG PO: CZE vs ROU,Carpet,4,D,9/21/2001,5,102437,,,Adrian Voinea,R,185,ROU,27.1,103420,,,Michal Tabara,R,175,CZE,22.1,6-1 6-4,3,RR,,,,,,,,,,,,,,,,,,,,104,410,62,607
2001-D073,Davis Cup WG PO: ECU vs GBR,Clay,4,D,9/21/2001,1,102257,,,Greg Rusedski,L,193,GBR,28,102839,,,Nicolas Lapentti,R,188,ECU,25,2-6 6-2 7-5 6-3,5,RR,,,,,,,,,,,,,,,,,,,,26,1195,23,1255
2001-D073,Davis Cup WG PO: ECU vs GBR,Clay,4,D,9/21/2001,2,102450,,,Tim Henman,R,185,GBR,27,102192,,,Luis Adrian Morejon,R,178,ECU,28.4,6-4 6-2 6-2,5,RR,,,,,,,,,,,,,,,,,,,,8,2200,567,30
2001-D073,Davis Cup WG PO: ECU vs GBR,Clay,4,D,9/21/2001,4,103114,,,Martin Lee,L,180,GBR,23.6,104117,,,Giovanni Lapentti,R,193,ECU,18.6,6-0 6-4,3,RR,,,,,,,,,,,,,,,,,,,,114,375,589,28
2001-D073,Davis Cup WG PO: ECU vs GBR,Clay,4,D,9/21/2001,5,102192,,,Luis Adrian Morejon,R,178,ECU,28.4,102443,,,Barry Cowan,L,188,GBR,27,6-1 6-4,3,RR,,,,,,,,,,,,,,,,,,,,567,30,196,188
2001-D074,Davis Cup WG PO: ITA vs CRO,Clay,4,D,9/21/2001,1,103835,,,Filippo Volandri,R,183,ITA,20,101964,,,Goran Ivanisevic,L,193,CRO,30,6-2 7-6(4) 3-6 0-6 6-4,5,RR,,,,,,,,,,,,,,,,,,,,141,277,16,1561
2001-D074,Davis Cup WG PO: ITA vs CRO,Clay,4,D,9/21/2001,2,103344,,,Ivan Ljubicic,R,193,CRO,22.4,103487,,,Federico Luzzi,R,188,ITA,21.7,6-4 6-2 6-1,5,RR,,,,,,,,,,,,,,,,,,,,45,779,105,404
2001-D074,Davis Cup WG PO: ITA vs CRO,Clay,4,D,9/21/2001,4,101964,,,Goran Ivanisevic,L,193,CRO,30,103487,,,Federico Luzzi,R,188,ITA,21.7,7-6(4) 6-3 6-4,5,RR,,,,,,,,,,,,,,,,,,,,16,1561,105,404
2001-D074,Davis Cup WG PO: ITA vs CRO,Clay,4,D,9/21/2001,5,103835,,,Filippo Volandri,R,183,ITA,20,103256,,,Ivan Vajda,R,,CRO,23,6-2 6-4,3,RR,,,,,,,,,,,,,,,,,,,,141,277,240,149
