tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2002-306,St. Poelten,Clay,32,A,5/20/2002,17,103581,,LL,Flavio Saretta,R,183,BRA,21.8,102179,,,Antony Dupuis,R,185,FRA,29.2,6-4 6-1,3,R16,72,3,4,50,22,19,15,9,0,1,2,2,49,31,18,6,8,1,5,85,462,82,471
2002-306,St. Poelten,Clay,32,A,5/20/2002,18,103182,,,Markus Hipfl,R,178,AUT,24,102905,5,,Stefan Koubek,L,175,AUT,25.3,6-4 6-2,3,R16,63,3,2,49,28,20,13,9,0,1,2,2,46,23,14,11,9,2,6,72,521,39,850
2002-306,St. Poelten,Clay,32,A,5/20/2002,19,102950,,,Fernando Vicente,R,180,ESP,25.1,102369,,,Julien Boutter,R,190,FRA,28.1,4-6 6-2 6-4,3,R16,104,2,1,85,42,32,24,14,4,6,11,9,88,42,30,21,14,6,10,71,535,46,790
2002-306,St. Poelten,Clay,32,A,5/20/2002,20,103656,6,,Albert Montanes,R,175,ESP,21.4,102722,,,Attila Savolt,R,183,HUN,26.2,7-6(4) 4-1 RET,3,R16,87,4,2,64,36,28,15,8,11,11,4,1,60,36,22,15,9,2,4,58,691,68,569
2002-306,St. Poelten,Clay,32,A,5/20/2002,21,103176,,,David Sanchez,R,183,ESP,24,103103,8,,Dominik Hrbaty,R,183,SVK,24.3,7-5 6-4,3,R16,93,5,3,77,40,28,22,11,7,8,4,6,67,42,33,9,11,2,5,65,593,56,703
2002-306,St. Poelten,Clay,32,A,5/20/2002,22,103694,,,Olivier Rochus,R,168,BEL,21.3,102998,4,,Jan Michael Gambill,R,190,USA,24.9,7-5 2-6 6-4,3,R16,125,1,2,84,50,36,17,15,1,4,27,2,106,60,47,18,15,5,8,66,583,53,730
2002-306,St. Poelten,Clay,32,A,5/20/2002,23,103781,,WC,Jurgen Melzer,L,183,AUT,20.9,102247,7,,Andrea Gaudenzi,R,183,ITA,28.8,6-3 7-5,3,R16,81,8,3,58,31,25,16,11,1,2,0,4,63,35,23,13,10,2,5,138,287,54,724
2002-306,St. Poelten,Clay,32,A,5/20/2002,24,102839,2,,Nicolas Lapentti,R,188,ECU,25.7,103789,,,Irakli Labadze,L,188,GEO,20.9,5-7 7-6(1) 7-6(6),3,R16,174,9,1,120,82,60,18,18,5,9,4,8,131,86,58,23,18,8,11,31,1090,89,445
2002-306,St. Poelten,Clay,32,A,5/20/2002,25,103581,,LL,Flavio Saretta,R,183,BRA,21.8,103182,,,Markus Hipfl,R,178,AUT,24,6-3 1-6 6-4,3,QF,129,4,1,76,43,26,16,13,6,11,1,3,78,55,33,11,13,6,11,85,462,72,521
2002-306,St. Poelten,Clay,32,A,5/20/2002,26,102950,,,Fernando Vicente,R,180,ESP,25.1,103656,6,,Albert Montanes,R,175,ESP,21.4,7-6(2) 6-1,3,QF,88,4,1,69,48,35,9,10,3,5,0,2,77,52,29,10,9,4,8,71,535,58,691
2002-306,St. Poelten,Clay,32,A,5/20/2002,27,103694,,,Olivier Rochus,R,168,BEL,21.3,103176,,,David Sanchez,R,183,ESP,24,7-5 4-0 RET,3,QF,66,1,1,54,30,22,8,8,2,5,1,2,41,21,9,5,8,0,6,66,583,65,593
2002-306,St. Poelten,Clay,32,A,5/20/2002,28,102839,2,,Nicolas Lapentti,R,188,ECU,25.7,103781,,WC,Jurgen Melzer,L,183,AUT,20.9,6-2 4-6 6-3,3,QF,123,3,1,71,38,33,21,14,1,3,6,1,87,48,32,18,13,6,10,31,1090,138,287
2002-306,St. Poelten,Clay,32,A,5/20/2002,29,102950,,,Fernando Vicente,R,180,ESP,25.1,103581,,LL,Flavio Saretta,R,183,BRA,21.8,6-4 6-2,3,SF,83,3,2,62,32,24,15,9,5,7,3,1,72,41,20,15,9,4,9,71,535,85,462
2002-306,St. Poelten,Clay,32,A,5/20/2002,30,102839,2,,Nicolas Lapentti,R,188,ECU,25.7,103694,,,Olivier Rochus,R,168,BEL,21.3,2-6 6-2 6-4,3,SF,124,10,2,81,54,38,10,13,6,10,4,3,93,59,36,16,13,7,12,31,1090,66,583
2002-306,St. Poelten,Clay,32,A,5/20/2002,31,102839,2,,Nicolas Lapentti,R,188,ECU,25.7,102950,,,Fernando Vicente,R,180,ESP,25.1,7-5 6-4,3,F,104,1,1,62,43,30,9,11,3,6,1,1,73,37,23,14,11,4,9,31,1090,71,535
2002-308,Munich,Clay,32,A,4/29/2002,1,103017,,,Nicolas Kiefer,R,183,GER,24.8,102338,1,,Yevgeny Kafelnikov,R,190,RUS,28.1,6-4 6-7(7) 6-3,3,R32,172,14,7,131,64,44,36,16,14,16,4,6,113,67,42,25,15,9,13,47,765,4,2675
2002-308,Munich,Clay,32,A,4/29/2002,2,103285,,Q,Radek Stepanek,R,185,CZE,23.4,102615,,Q,Dennis Van Scheppingen,R,185,NED,26.8,6-3 6-0,3,R32,49,8,0,48,32,22,14,8,0,0,2,3,44,19,14,5,7,4,8,206,175,128,319
2002-308,Munich,Clay,32,A,4/29/2002,3,101897,,,Fernando Meligeni,L,180,BRA,31,103318,,Q,Zeljko Krajan,R,178,CRO,23.2,2-6 6-1 6-0,3,R32,81,2,2,61,37,29,10,10,3,5,3,2,63,42,22,6,11,2,8,57,709,149,269
2002-308,Munich,Clay,32,A,4/29/2002,4,102839,7,,Nicolas Lapentti,R,188,ECU,25.7,104259,,WC,Philipp Kohlschreiber,R,178,GER,18.5,4-6 6-4 7-5,3,R32,148,8,3,99,55,42,23,16,7,10,9,5,107,47,33,28,16,11,15,21,1365,439,58
2002-308,Munich,Clay,32,A,4/29/2002,5,102783,,,Rainer Schuettler,R,180,GER,26,102563,3,,Thomas Johansson,R,180,SWE,27,7-5 6-3,3,R32,81,5,5,66,36,29,14,11,0,2,2,2,57,22,16,16,10,2,6,29,1095,8,2365
2002-308,Munich,Clay,32,A,4/29/2002,6,102880,,WC,Alexander Popp,R,201,GER,25.4,103451,,WC,Bjorn Phau,R,175,GER,22.5,6-4 6-3,3,R32,74,0,6,59,44,31,6,10,3,5,1,3,66,33,20,14,9,3,7,131,310,138,293
2002-308,Munich,Clay,32,A,4/29/2002,7,103428,,,Juan Ignacio Chela,R,190,ARG,22.6,102644,,,Franco Squillari,L,183,ARG,26.6,6-7(5) 6-3 6-4,3,R32,143,1,5,114,65,42,24,16,10,15,4,11,108,57,38,19,15,7,14,26,1200,59,705
2002-308,Munich,Clay,32,A,4/29/2002,8,101532,,,Francisco Clavet,L,183,ESP,33.5,102148,8,,Fabrice Santoro,R,178,FRA,29.3,7-6(7) 2-6 6-4,3,R32,134,3,3,113,76,42,22,15,11,16,2,3,92,51,35,22,15,3,7,87,468,22,1360
2002-308,Munich,Clay,32,A,4/29/2002,9,101962,6,,Younes El Aynaoui,R,193,MAR,30.6,103018,,,Max Mirnyi,R,196,BLR,24.8,6-4 6-4,3,R32,84,2,2,56,35,29,12,10,1,1,5,4,72,33,24,19,10,4,6,19,1515,34,960
2002-308,Munich,Clay,32,A,4/29/2002,10,102539,,,Bohdan Ulihrach,R,188,CZE,27.1,102694,,,Lars Burgsmuller,R,183,GER,26.3,6-3 6-3,3,R32,65,2,1,54,31,23,16,9,3,3,2,1,53,25,14,17,9,2,5,42,850,78,507
2002-308,Munich,Clay,32,A,4/29/2002,11,102369,,,Julien Boutter,R,190,FRA,28,102882,,,Mark Philippoussis,R,196,AUS,25.4,7-5 7-6(4),3,R32,99,5,4,74,43,31,20,12,2,4,8,3,78,41,30,16,12,2,5,55,715,144,275
2002-308,Munich,Clay,32,A,4/29/2002,12,102562,4,,Jiri Novak,R,190,CZE,27.1,102107,,Q,Jan Frode Andersen,L,190,NOR,29.6,4-6 6-1 6-4,3,R32,127,5,4,80,51,36,15,14,0,3,3,1,101,61,35,19,13,7,12,15,1810,181,211
2002-308,Munich,Clay,32,A,4/29/2002,13,102234,,LL,Oliver Gross,R,185,GER,28.8,103171,,LL,Raemon Sluiter,R,185,NED,24,4-6 7-5 6-1,3,R32,91,5,3,82,50,39,17,14,2,4,1,4,88,56,34,16,15,3,8,122,333,89,459
2002-308,Munich,Clay,32,A,4/29/2002,14,104022,,,Mikhail Youzhny,R,183,RUS,19.8,102271,,,Hicham Arazi,L,175,MAR,28.5,6-2 1-6 6-1,3,R32,85,3,2,62,44,31,9,11,3,5,1,1,68,39,28,11,11,5,9,77,516,39,890
2002-308,Munich,Clay,32,A,4/29/2002,15,102318,,,Andrei Pavel,R,183,ROU,28.2,102247,,,Andrea Gaudenzi,R,183,ITA,28.7,6-3 6-4,3,R32,88,3,0,56,39,27,11,10,1,3,4,2,75,44,27,12,9,5,9,28,1165,58,707
2002-308,Munich,Clay,32,A,4/29/2002,16,103163,2,,Tommy Haas,R,188,GER,24,103900,,,David Nalbandian,R,180,ARG,20.3,7-5 4-6 6-1,3,R32,117,10,5,92,52,40,21,15,2,4,3,5,84,49,30,21,14,2,6,7,2525,31,1046
2002-308,Munich,Clay,32,A,4/29/2002,17,103285,,Q,Radek Stepanek,R,185,CZE,23.4,103017,,,Nicolas Kiefer,R,183,GER,24.8,6-2 6-2,3,R16,75,7,0,39,28,24,9,8,0,0,2,3,69,31,18,17,8,11,15,206,175,47,765
2002-308,Munich,Clay,32,A,4/29/2002,18,102839,7,,Nicolas Lapentti,R,188,ECU,25.7,101897,,,Fernando Meligeni,L,180,BRA,31,6-4 6-4,3,R16,93,1,2,60,34,27,15,10,2,3,2,3,60,35,25,12,10,4,7,21,1365,57,709
2002-308,Munich,Clay,32,A,4/29/2002,19,102783,,,Rainer Schuettler,R,180,GER,26,102880,,WC,Alexander Popp,R,201,GER,25.4,6-3 6-2,3,R16,73,0,0,51,28,19,14,9,0,2,0,5,62,36,19,9,8,5,10,29,1095,131,310
2002-308,Munich,Clay,32,A,4/29/2002,20,101532,,,Francisco Clavet,L,183,ESP,33.5,103428,,,Juan Ignacio Chela,R,190,ARG,22.6,7-6(5) 4-6 6-3,3,R16,137,0,1,97,64,47,18,16,2,4,2,6,107,47,38,30,15,5,7,87,468,26,1200
2002-308,Munich,Clay,32,A,4/29/2002,21,101962,6,,Younes El Aynaoui,R,193,MAR,30.6,102539,,,Bohdan Ulihrach,R,188,CZE,27.1,6-4 4-6 6-4,3,R16,101,10,1,86,60,44,17,15,5,6,2,1,87,51,37,22,15,2,4,19,1515,42,850
2002-308,Munich,Clay,32,A,4/29/2002,22,102369,,,Julien Boutter,R,190,FRA,28,102562,4,,Jiri Novak,R,190,CZE,27.1,6-2 7-5,3,R16,69,4,5,52,28,22,14,10,1,3,2,1,66,35,24,10,10,8,13,55,715,15,1810
2002-308,Munich,Clay,32,A,4/29/2002,23,104022,,,Mikhail Youzhny,R,183,RUS,19.8,102234,,LL,Oliver Gross,R,185,GER,28.8,7-6(4) 7-6(2),3,R16,99,4,2,81,43,28,21,12,4,7,4,4,71,36,25,17,12,3,6,77,516,122,333
2002-308,Munich,Clay,32,A,4/29/2002,24,103163,2,,Tommy Haas,R,188,GER,24,102318,,,Andrei Pavel,R,183,ROU,28.2,5-7 7-6(2) 6-2,3,R16,150,7,1,96,53,41,25,16,4,7,3,4,114,78,49,18,16,6,10,7,2525,28,1165
2002-308,Munich,Clay,32,A,4/29/2002,25,103285,,Q,Radek Stepanek,R,185,CZE,23.4,102839,7,,Nicolas Lapentti,R,188,ECU,25.7,7-6(5) 6-2,3,QF,98,5,1,76,45,33,18,10,4,4,5,1,61,36,27,13,10,0,2,206,175,21,1365
2002-308,Munich,Clay,32,A,4/29/2002,26,102783,,,Rainer Schuettler,R,180,GER,26,101532,,,Francisco Clavet,L,183,ESP,33.5,4-6 6-4 6-1,3,QF,117,2,3,87,60,41,14,14,3,6,1,2,81,55,35,11,13,3,8,29,1095,87,468
2002-308,Munich,Clay,32,A,4/29/2002,27,101962,6,,Younes El Aynaoui,R,193,MAR,30.6,102369,,,Julien Boutter,R,190,FRA,28,6-4 7-5,3,QF,78,2,4,65,47,36,10,11,0,0,6,4,61,38,26,15,11,3,5,19,1515,55,715
2002-308,Munich,Clay,32,A,4/29/2002,28,104022,,,Mikhail Youzhny,R,183,RUS,19.8,103163,2,,Tommy Haas,R,188,GER,24,6-2 2-0 RET,3,QF,44,1,0,22,15,14,6,5,0,0,1,2,29,15,9,5,5,1,4,77,516,7,2525
2002-308,Munich,Clay,32,A,4/29/2002,29,102783,,,Rainer Schuettler,R,180,GER,26,103285,,Q,Radek Stepanek,R,185,CZE,23.4,6-4 6-3,3,SF,81,2,1,64,48,33,8,10,5,6,4,1,56,36,23,8,9,1,4,29,1095,206,175
2002-308,Munich,Clay,32,A,4/29/2002,30,101962,6,,Younes El Aynaoui,R,193,MAR,30.6,104022,,,Mikhail Youzhny,R,183,RUS,19.8,4-6 7-5 7-6(3),3,SF,142,10,4,96,59,43,18,17,1,5,1,5,114,80,54,11,17,5,9,19,1515,77,516
2002-308,Munich,Clay,32,A,4/29/2002,31,101962,6,,Younes El Aynaoui,R,193,MAR,30.6,102783,,,Rainer Schuettler,R,180,GER,26,6-4 6-4,3,F,76,10,1,59,38,28,13,10,1,2,1,4,60,37,25,11,10,4,7,19,1515,29,1095
2002-311,Queen's Club,Grass,56,A,6/10/2002,1,103888,,Q,Mardy Fish,R,188,USA,20.5,102987,,,Andre Sa,R,185,BRA,25,6-3 6-4,3,R64,63,14,5,57,32,28,13,10,3,3,3,1,50,26,20,12,9,1,3,148,276,85,419
2002-311,Queen's Club,Grass,56,A,6/10/2002,2,103248,,,Harel Levy,R,185,ISR,23.8,103294,,,Christophe Rochus,R,170,BEL,23.4,7-5 6-1,3,R64,63,1,4,60,31,29,10,9,2,3,0,9,63,32,19,13,10,2,7,185,202,77,488
2002-311,Queen's Club,Grass,56,A,6/10/2002,3,103694,14,,Olivier Rochus,R,168,BEL,21.3,103174,,,Noam Okun,R,185,ISR,24.1,2-6 7-6(7) 6-4,3,R64,117,2,4,102,54,41,26,15,4,7,8,4,94,56,43,20,15,2,4,65,608,101,366
2002-311,Queen's Club,Grass,56,A,6/10/2002,4,101774,9,,Todd Martin,R,198,USA,31.9,102887,,,Ramon Delgado,R,185,PAR,25.5,6-2 6-7(6) 7-6(6),3,R64,142,14,10,117,78,59,17,16,3,4,3,3,111,55,35,32,16,1,4,44,835,88,411
2002-311,Queen's Club,Grass,56,A,6/10/2002,5,103319,,,Jeff Morrison,R,185,USA,23.3,102776,,,Andrew Ilie,R,180,AUS,26.1,6-3 6-1,3,R64,44,10,5,51,25,23,13,8,2,2,2,2,45,18,14,7,8,0,4,98,374,176,213
2002-311,Queen's Club,Grass,56,A,6/10/2002,6,102821,,,Cecil Mamiit,R,173,PHI,25.9,102965,,WC,Jamie Delgado,R,178,GBR,25.2,6-4 7-6(0),3,R64,85,2,5,73,44,33,15,11,6,8,2,5,80,36,23,21,11,7,10,96,377,151,254
2002-311,Queen's Club,Grass,56,A,6/10/2002,7,103188,,,Michael Russell,R,173,USA,24.1,103003,,Q,Jean Francois Bachelot,R,183,FRA,24.9,7-5 6-1,3,R64,70,0,1,62,36,15,13,9,6,12,1,0,57,42,9,6,10,7,17,177,213,170,216
2002-311,Queen's Club,Grass,56,A,6/10/2002,8,101885,,,Wayne Arthurs,L,190,AUS,31.2,102934,,,Nicolas Coutelot,R,185,FRA,25.3,7-6(5) 6-3,3,R64,66,17,5,77,43,34,19,11,1,2,3,6,67,37,28,13,10,6,8,126,315,89,411
2002-311,Queen's Club,Grass,56,A,6/10/2002,9,102227,16,,Sargis Sargsian,R,180,ARM,29,102382,,,Julian Knowle,L,188,AUT,28.1,7-6(8) 6-1,3,R64,103,7,3,73,41,30,19,10,3,4,3,4,69,35,22,15,9,5,8,72,524,92,391
2002-311,Queen's Club,Grass,56,A,6/10/2002,10,102998,12,,Jan Michael Gambill,R,190,USA,25,102021,,,Michael Chang,R,175,USA,30.2,7-5 6-3,3,R64,73,11,3,57,38,30,13,10,2,2,1,0,56,27,20,18,11,1,4,51,730,95,379
2002-311,Queen's Club,Grass,56,A,6/10/2002,11,103185,,Q,Mike Bryan,R,190,USA,24.1,101611,,,Cedric Pioline,R,188,FRA,32.9,6-4 6-4,3,R64,69,8,2,58,28,24,18,10,3,4,6,4,71,44,32,9,10,9,12,463,52,93,384
2002-311,Queen's Club,Grass,56,A,6/10/2002,12,102788,,,Jan Vacek,R,198,CZE,26,103333,,Q,Ivo Karlovic,R,208,CRO,23.2,7-6(6) 4-6 6-3,3,R64,117,4,5,88,53,45,22,16,0,1,19,14,109,61,49,21,15,8,9,79,472,189,199
2002-311,Queen's Club,Grass,56,A,6/10/2002,13,102882,,,Mark Philippoussis,R,196,AUS,25.5,103114,,,Martin Lee,L,180,GBR,24.4,6-1 7-5,3,R64,59,8,8,50,21,20,16,10,0,2,3,1,48,24,15,10,9,3,8,110,350,94,383
2002-311,Queen's Club,Grass,56,A,6/10/2002,14,103153,,Q,Gilles Elseneer,R,188,BEL,24.2,104372,,WC,Alex Bogdanovic,L,183,GBR,18,6-3 6-2,3,R64,53,4,0,52,35,24,14,9,0,0,2,0,49,32,20,7,8,3,6,172,215,514,42
2002-311,Queen's Club,Grass,56,A,6/10/2002,15,101965,10,,Wayne Ferreira,R,185,RSA,30.7,103789,,,Irakli Labadze,L,188,GEO,21,6-4 6-2,3,R64,56,4,1,47,29,25,11,9,0,0,2,2,72,43,27,14,9,7,10,47,800,84,439
2002-311,Queen's Club,Grass,56,A,6/10/2002,16,102437,13,,Adrian Voinea,R,185,ROU,27.8,102571,,Q,Gregory Carraz,R,190,FRA,27.1,2-6 6-4 6-4,3,R64,91,8,2,81,46,31,16,14,4,9,10,15,87,47,36,11,14,4,9,58,680,174,215
2002-311,Queen's Club,Grass,56,A,6/10/2002,17,102344,,,Karol Kucera,R,188,SVK,28.2,102567,,,George Bastl,R,183,SUI,27.1,7-6(5) 6-3,3,R64,105,5,5,75,40,27,20,11,1,3,2,7,78,44,27,17,10,3,6,74,512,146,284
2002-311,Queen's Club,Grass,56,A,6/10/2002,18,103171,,,Raemon Sluiter,R,185,NED,24.1,103758,,,Taylor Dent,R,188,USA,21.1,6-3 6-7(5) 6-3,3,R64,98,9,3,104,67,53,19,16,6,7,8,7,94,58,37,20,14,6,9,81,467,100,366
2002-311,Queen's Club,Grass,56,A,6/10/2002,19,102434,,,Vincent Spadea,R,183,USA,27.8,103566,,,Michael Llodra,L,190,FRA,22,7-6(5) 7-5,3,R64,92,4,5,81,56,40,15,12,5,7,3,8,77,54,38,9,12,1,4,73,517,103,363
2002-311,Queen's Club,Grass,56,A,6/10/2002,20,102703,,,Hyung Taik Lee,R,180,KOR,26.4,101723,,,Magnus Larsson,R,193,SWE,32.2,6-3 6-7(4) 7-6(1),3,R64,128,8,4,132,88,60,20,17,7,11,7,8,109,65,44,20,16,5,10,117,331,142,290
2002-311,Queen's Club,Grass,56,A,6/10/2002,21,102300,,Q,Gouichi Motomura,R,173,JPN,28.4,103813,11,,Jarkko Nieminen,L,185,FIN,20.8,6-2 6-4,3,R64,61,2,4,54,26,20,13,9,5,7,4,6,62,40,23,6,9,4,9,213,172,40,870
2002-311,Queen's Club,Grass,56,A,6/10/2002,22,104068,,WC,Robby Ginepri,R,183,USA,19.6,103387,15,,Paradorn Srichaphan,R,185,THA,22.9,6-4 0-6 6-4,3,R64,81,3,6,79,37,25,20,13,1,6,8,13,80,40,31,16,13,3,7,122,321,61,641
2002-311,Queen's Club,Grass,56,A,6/10/2002,23,101820,,,Marc Rosset,R,201,SUI,31.5,103157,,WC,Arvind Parmar,R,193,GBR,24.2,7-6(3) 6-3,3,R64,69,16,10,74,39,33,18,11,10,11,4,6,56,31,25,12,10,1,3,114,345,180,207
2002-311,Queen's Club,Grass,56,A,6/10/2002,24,102524,,,Neville Godwin,R,173,RSA,27.3,104755,,WC,Richard Gasquet,R,185,FRA,15.9,7-6(4) 5-7 6-3,3,R64,112,3,5,94,62,47,17,16,1,4,2,0,104,69,44,19,17,3,7,111,349,281,114
2002-311,Queen's Club,Grass,56,A,6/10/2002,25,103720,1,,Lleyton Hewitt,R,180,AUS,21.2,103888,,Q,Mardy Fish,R,188,USA,20.5,7-5 6-3,3,R32,80,1,1,67,37,26,20,11,1,2,6,3,63,33,22,13,10,7,10,1,4395,148,276
2002-311,Queen's Club,Grass,56,A,6/10/2002,26,103694,14,,Olivier Rochus,R,168,BEL,21.3,103248,,,Harel Levy,R,185,ISR,23.8,6-4 6-0,3,R32,51,0,2,49,26,20,9,8,6,9,2,2,52,31,14,5,8,3,10,65,608,185,202
2002-311,Queen's Club,Grass,56,A,6/10/2002,27,101774,9,,Todd Martin,R,198,USA,31.9,103319,,,Jeff Morrison,R,185,USA,23.3,6-3 6-3,3,R32,79,6,5,72,46,30,13,9,5,7,3,3,71,44,23,13,9,7,12,44,835,98,374
2002-311,Queen's Club,Grass,56,A,6/10/2002,28,103598,8,,Xavier Malisse,R,185,BEL,21.8,102821,,,Cecil Mamiit,R,173,PHI,25.9,6-4 6-0,3,R32,55,6,0,57,31,23,13,8,5,6,1,3,52,23,16,7,8,3,8,35,1005,96,377
2002-311,Queen's Club,Grass,56,A,6/10/2002,29,103188,,,Michael Russell,R,173,USA,24.1,102358,3,,Thomas Enqvist,R,190,SWE,28.2,6-3 7-5,3,R32,79,4,2,62,36,26,18,11,1,2,7,7,71,32,18,22,10,3,6,177,213,25,1225
2002-311,Queen's Club,Grass,56,A,6/10/2002,30,101885,,,Wayne Arthurs,L,190,AUS,31.2,102227,16,,Sargis Sargsian,R,180,ARM,29,6-2 6-3,3,R32,54,9,1,50,31,26,12,9,1,1,2,3,44,26,21,5,8,0,3,126,315,72,524
2002-311,Queen's Club,Grass,56,A,6/10/2002,31,102998,12,,Jan Michael Gambill,R,190,USA,25,103185,,Q,Mike Bryan,R,190,USA,24.1,6-3 6-4,3,R32,66,14,4,59,36,30,13,10,1,1,2,5,60,36,24,11,9,4,6,51,730,463,52
2002-311,Queen's Club,Grass,56,A,6/10/2002,32,102854,5,,Sjeng Schalken,R,193,NED,25.7,102788,,,Jan Vacek,R,198,CZE,26,6-4 6-2,3,R32,60,3,1,47,32,19,11,9,0,3,1,2,54,33,17,6,9,1,7,34,1070,79,472
2002-311,Queen's Club,Grass,56,A,6/10/2002,33,102882,,,Mark Philippoussis,R,196,AUS,25.5,102257,6,,Greg Rusedski,L,193,GBR,28.7,6-7(1) 7-6(3) 7-6(5),3,R32,154,25,14,135,79,68,23,18,6,6,24,4,118,85,69,14,18,2,2,110,350,38,935
2002-311,Queen's Club,Grass,56,A,6/10/2002,34,101965,10,,Wayne Ferreira,R,185,RSA,30.7,103153,,Q,Gilles Elseneer,R,188,BEL,24.2,6-4 6-7(6) 6-1,3,R32,102,14,5,96,43,37,28,15,3,4,5,2,87,59,36,18,14,4,8,47,800,172,215
2002-311,Queen's Club,Grass,56,A,6/10/2002,35,102344,,,Karol Kucera,R,188,SVK,28.2,102437,13,,Adrian Voinea,R,185,ROU,27.8,6-2 6-4,3,R32,77,3,5,64,31,25,16,9,7,8,4,1,61,36,20,11,9,3,7,74,512,58,680
2002-311,Queen's Club,Grass,56,A,6/10/2002,36,103171,,,Raemon Sluiter,R,185,NED,24.1,103018,4,,Max Mirnyi,R,196,BLR,24.9,7-6(9) 6-3,3,R32,79,7,7,72,40,34,18,11,3,4,10,3,75,51,36,10,10,2,4,81,467,28,1150
2002-311,Queen's Club,Grass,56,A,6/10/2002,37,102434,,,Vincent Spadea,R,183,USA,27.8,103484,7,,James Blake,R,185,USA,22.4,6-3 6-4,3,R32,64,2,4,57,34,28,15,10,1,1,6,1,70,38,29,12,9,5,7,73,517,36,992
2002-311,Queen's Club,Grass,56,A,6/10/2002,38,102703,,,Hyung Taik Lee,R,180,KOR,26.4,102300,,Q,Gouichi Motomura,R,173,JPN,28.4,6-4 6-0,3,R32,67,1,1,72,42,26,17,8,11,12,1,4,42,16,8,12,8,2,7,117,331,213,172
2002-311,Queen's Club,Grass,56,A,6/10/2002,39,104068,,WC,Robby Ginepri,R,183,USA,19.6,101820,,,Marc Rosset,R,201,SUI,31.5,4-6 7-5 6-4,3,R32,97,3,3,86,56,43,15,16,0,3,16,20,96,56,46,13,16,3,7,122,321,114,345
2002-311,Queen's Club,Grass,56,A,6/10/2002,40,102450,2,,Tim Henman,R,185,GBR,27.7,102524,,,Neville Godwin,R,173,RSA,27.3,6-4 7-6(4),3,R32,102,1,1,68,45,29,12,11,3,6,5,8,78,46,31,13,11,7,11,5,2605,111,349
2002-311,Queen's Club,Grass,56,A,6/10/2002,41,103720,1,,Lleyton Hewitt,R,180,AUS,21.2,103694,14,,Olivier Rochus,R,168,BEL,21.3,6-2 6-1,3,R16,68,8,2,49,26,19,14,7,6,6,1,2,69,40,20,12,8,5,10,1,4395,65,608
2002-311,Queen's Club,Grass,56,A,6/10/2002,42,101774,9,,Todd Martin,R,198,USA,31.9,103598,8,,Xavier Malisse,R,185,BEL,21.8,7-5 6-3,3,R16,60,7,2,52,38,35,9,11,0,0,3,2,52,33,25,9,10,1,3,44,835,35,1005
2002-311,Queen's Club,Grass,56,A,6/10/2002,43,101885,,,Wayne Arthurs,L,190,AUS,31.2,103188,,,Michael Russell,R,173,USA,24.1,6-4 3-6 7-5,3,R16,102,17,2,81,56,43,15,15,1,3,0,3,93,59,44,18,16,6,9,126,315,177,213
2002-311,Queen's Club,Grass,56,A,6/10/2002,44,102854,5,,Sjeng Schalken,R,193,NED,25.7,102998,12,,Jan Michael Gambill,R,190,USA,25,7-6(4) 1-6 6-4,3,R16,124,6,6,102,67,46,17,15,7,11,8,9,93,49,40,19,14,6,8,34,1070,51,730
2002-311,Queen's Club,Grass,56,A,6/10/2002,45,101965,10,,Wayne Ferreira,R,185,RSA,30.7,102882,,,Mark Philippoussis,R,196,AUS,25.5,7-6(5) 4-6 7-6(5),3,R16,130,21,7,110,61,53,23,17,1,3,22,6,110,71,55,24,17,4,5,47,800,110,350
2002-311,Queen's Club,Grass,56,A,6/10/2002,46,103171,,,Raemon Sluiter,R,185,NED,24.1,102344,,,Karol Kucera,R,188,SVK,28.2,3-1 RET,3,R16,20,3,1,16,10,7,1,2,1,2,1,0,11,10,3,0,2,2,4,81,467,74,512
2002-311,Queen's Club,Grass,56,A,6/10/2002,47,102703,,,Hyung Taik Lee,R,180,KOR,26.4,102434,,,Vincent Spadea,R,183,USA,27.8,6-4 6-3,3,R16,70,0,1,65,40,29,13,10,6,7,4,1,62,41,25,10,9,9,12,117,331,73,517
2002-311,Queen's Club,Grass,56,A,6/10/2002,48,102450,2,,Tim Henman,R,185,GBR,27.7,104068,,WC,Robby Ginepri,R,183,USA,19.6,6-1 6-2,3,R16,51,4,2,45,34,29,6,8,0,0,3,7,47,26,16,6,7,2,6,5,2605,122,321
2002-311,Queen's Club,Grass,56,A,6/10/2002,49,103720,1,,Lleyton Hewitt,R,180,AUS,21.2,101774,9,,Todd Martin,R,198,USA,31.9,7-6(4) 7-5,3,QF,115,6,5,87,42,34,23,12,9,12,9,6,77,44,32,13,12,5,9,1,4395,44,835
